Entity,Code,Year,"14.1.1 - Chlorophyll-a deviations, remote sensing (%) - EN_MAR_CHLDEV"
Cote d'Ivoire,CIV,2013,1.13
Cote d'Ivoire,CIV,2014,1.73
Cote d'Ivoire,CIV,2015,1.07
Cote d'Ivoire,CIV,2016,2.03
Cote d'Ivoire,CIV,2017,1.49
Cote d'Ivoire,CIV,2018,1.48
Cote d'Ivoire,CIV,2019,4.24
Croatia,HRV,2000,3.83
Croatia,HRV,2001,7.36
Croatia,HRV,2002,1.71
Croatia,HRV,2003,0.6
Croatia,HRV,2004,3.75
Croatia,HRV,2005,1.26
Croatia,HRV,2006,4.46
Croatia,HRV,2007,0.89
Croatia,HRV,2008,5.73
Croatia,HRV,2009,4.7
Croatia,HRV,2010,4.01
Croatia,HRV,2011,2.95
Croatia,HRV,2012,0.82
Croatia,HRV,2013,7.67
Croatia,HRV,2014,1.2
Croatia,HRV,2015,1.43
Croatia,HRV,2016,3.18
Croatia,HRV,2017,0.6
Croatia,HRV,2018,0.98
Croatia,HRV,2019,1.32
Cuba,CUB,2000,0.52
Cuba,CUB,2001,0.67
Cuba,CUB,2002,1.7
Cuba,CUB,2003,0.96
Cuba,CUB,2004,0.41
Cuba,CUB,2005,0.21
Cuba,CUB,2006,0.39
Cuba,CUB,2007,0.28
Cuba,CUB,2008,0.33
Cuba,CUB,2009,0.81
Cuba,CUB,2010,1.29
Cuba,CUB,2011,0.33
Cuba,CUB,2012,2.69
Cuba,CUB,2013,1.43
Cuba,CUB,2014,0.57
Cuba,CUB,2015,0.29
Cuba,CUB,2016,1.5
Cuba,CUB,2017,0.87
Cuba,CUB,2018,2.72
Cuba,CUB,2019,0.12
Curacao,CUW,2000,3.56
Curacao,CUW,2001,1.16
Curacao,CUW,2002,0.96
Curacao,CUW,2003,10.27
Curacao,CUW,2004,2.33
Curacao,CUW,2005,0.79
Curacao,CUW,2006,2.69
Curacao,CUW,2007,0.42
Curacao,CUW,2008,0.19
Curacao,CUW,2009,12.32
Curacao,CUW,2010,5.74
Curacao,CUW,2011,0.45
Curacao,CUW,2012,1.63
Curacao,CUW,2013,0.23
Curacao,CUW,2014,1.86
Curacao,CUW,2015,2.43
Curacao,CUW,2016,1.31
Curacao,CUW,2017,2.79
Curacao,CUW,2018,3.18
Curacao,CUW,2019,1.29
Cyprus,CYP,2000,0.67
Cyprus,CYP,2001,0.52
Cyprus,CYP,2002,0.34
Cyprus,CYP,2003,0.11
Cyprus,CYP,2004,0.03
Cyprus,CYP,2006,0.14
Cyprus,CYP,2007,3.29
Cyprus,CYP,2008,0.1
Cyprus,CYP,2009,0.07
Cyprus,CYP,2010,0.07
Cyprus,CYP,2011,0.41
Cyprus,CYP,2012,0.07
Cyprus,CYP,2016,0.04
Cyprus,CYP,2017,0.02
Democratic Republic of Congo,COD,2000,9.21
Democratic Republic of Congo,COD,2001,3.92
Democratic Republic of Congo,COD,2002,14.47
Democratic Republic of Congo,COD,2003,21.42
Democratic Republic of Congo,COD,2004,14.36
Democratic Republic of Congo,COD,2005,14.24
Democratic Republic of Congo,COD,2006,27.47
Democratic Republic of Congo,COD,2007,19.67
Democratic Republic of Congo,COD,2008,26.33
Democratic Republic of Congo,COD,2009,21.08
Democratic Republic of Congo,COD,2010,21.57
Democratic Republic of Congo,COD,2011,11.51
Democratic Republic of Congo,COD,2012,5.1
Democratic Republic of Congo,COD,2013,6.86
Democratic Republic of Congo,COD,2014,11.93
Democratic Republic of Congo,COD,2015,8.68
Democratic Republic of Congo,COD,2016,4.96
Democratic Republic of Congo,COD,2017,7.99
Democratic Republic of Congo,COD,2018,6.68
Democratic Republic of Congo,COD,2019,2.31
Denmark,DNK,2000,8.08
Denmark,DNK,2001,6.28
Denmark,DNK,2002,3.97
Denmark,DNK,2003,1.02
Denmark,DNK,2004,6.78
Denmark,DNK,2005,4.96
Denmark,DNK,2006,5.33
Denmark,DNK,2007,6.8
Denmark,DNK,2008,10.19
Denmark,DNK,2009,4.77
Denmark,DNK,2010,2.1
Denmark,DNK,2011,6.41
Denmark,DNK,2012,2.8
Denmark,DNK,2013,2.87
Denmark,DNK,2014,2.84
Denmark,DNK,2015,6.16
Denmark,DNK,2016,1.34
Denmark,DNK,2017,3.37
Denmark,DNK,2018,2.15
Denmark,DNK,2019,1.68
Djibouti,DJI,2000,12.82
Djibouti,DJI,2001,28.21
Djibouti,DJI,2002,34.19
Djibouti,DJI,2003,43.59
Djibouti,DJI,2004,58.06
Djibouti,DJI,2005,18.32
Djibouti,DJI,2006,21.79
Djibouti,DJI,2007,35.04
Djibouti,DJI,2008,1.28
Djibouti,DJI,2009,5.13
Djibouti,DJI,2010,1.71
Djibouti,DJI,2011,28.21
Djibouti,DJI,2014,10.26
Djibouti,DJI,2019,69.23
Dominica,DMA,2000,0.7
Dominica,DMA,2001,10.65
Dominica,DMA,2002,1.54
Dominica,DMA,2003,29.95
Dominica,DMA,2004,11.41
Dominica,DMA,2005,0.09
Dominica,DMA,2006,12.1
Dominica,DMA,2007,22.19
Dominica,DMA,2008,1.57
Dominica,DMA,2009,6.26
Dominica,DMA,2010,26.12
Dominica,DMA,2011,17.87
Dominica,DMA,2012,0.51
Dominica,DMA,2013,6.76
Dominica,DMA,2014,1.08
Dominica,DMA,2015,7.67
Dominica,DMA,2016,23.5
Dominica,DMA,2017,5.75
Dominica,DMA,2018,2.65
Dominica,DMA,2019,1.61
Dominican Republic,DOM,2000,2.09
Dominican Republic,DOM,2001,0.74
Dominican Republic,DOM,2002,0.96
Dominican Republic,DOM,2003,0.78
Dominican Republic,DOM,2004,1.55
Dominican Republic,DOM,2005,0.3
Dominican Republic,DOM,2006,3.28
Dominican Republic,DOM,2007,0.2
Dominican Republic,DOM,2008,0.1
Dominican Republic,DOM,2009,10.13
Dominican Republic,DOM,2010,0.5
Dominican Republic,DOM,2011,0.32
Dominican Republic,DOM,2012,0.75
Dominican Republic,DOM,2013,0.19
Dominican Republic,DOM,2014,0.32
Dominican Republic,DOM,2015,0.93
Dominican Republic,DOM,2016,0.44
Dominican Republic,DOM,2017,1.88
Dominican Republic,DOM,2018,1.29
Dominican Republic,DOM,2019,0.13
Eastern Africa,,2000,1.87
Eastern Africa,,2001,2.93
Eastern Africa,,2002,5.62
Eastern Africa,,2003,6.36
Eastern Africa,,2004,2.97
Eastern Africa,,2005,2.73
Eastern Africa,,2006,1.47
Eastern Asia,,2000,4.05
Eastern Asia,,2001,4.47
Eastern Asia,,2002,3.91
Eastern Asia,,2003,4.19
Eastern Asia,,2004,4.7
Eastern Asia,,2005,5.84
Eastern Asia,,2006,6.19
Eastern Asia,,2007,5.42
Eastern Asia,,2008,5.38
Eastern Asia,,2009,6.34
Eastern Asia,,2010,7.09
Eastern Asia,,2011,5.47
Eastern Asia,,2012,6.01
Eastern Asia,,2013,7.65
Eastern Asia,,2014,6.27
Eastern Asia,,2015,5.38
Eastern Asia,,2016,4.67
Eastern Asia,,2017,4.62
Eastern Asia,,2018,3.68
Eastern Asia,,2019,3.12
Eastern Europe,,2000,1.36
Eastern Europe,,2001,2.5
Eastern Europe,,2002,3.02
Eastern Europe,,2003,2.45
Eastern Europe,,2004,4.13
Eastern Europe,,2005,3.93
Eastern Europe,,2006,3.5
Eastern Europe,,2007,3.8
Eastern Europe,,2008,4.24
Eastern Europe,,2009,3.37
Eastern Europe,,2010,3.13
Eastern Europe,,2011,3.51
Eastern Europe,,2012,2.98
Eastern Europe,,2013,2.48
Eastern Europe,,2014,2.83
Eastern Europe,,2015,3.93
Eastern Europe,,2016,3.61
Eastern Europe,,2017,2.8
Eastern Europe,,2018,3.06
Eastern Europe,,2019,2.8
Eastern and South-Eastern Asia,,2000,3.35
Eastern and South-Eastern Asia,,2001,3.78
Eastern and South-Eastern Asia,,2002,3.65
Eastern and South-Eastern Asia,,2003,4.1
Eastern and South-Eastern Asia,,2004,4.26
Eastern and South-Eastern Asia,,2005,4.97
Eastern and South-Eastern Asia,,2006,5.71
Eastern and South-Eastern Asia,,2007,4.9
Eastern and South-Eastern Asia,,2008,4.64
Eastern and South-Eastern Asia,,2009,5.07
Eastern and South-Eastern Asia,,2010,5.53
Eastern and South-Eastern Asia,,2011,4.5
Eastern and South-Eastern Asia,,2012,4.76
Eastern and South-Eastern Asia,,2013,5.86
Eastern and South-Eastern Asia,,2014,4.82
Eastern and South-Eastern Asia,,2015,4.41
Eastern and South-Eastern Asia,,2016,3.58
Eastern and South-Eastern Asia,,2017,3.77
Eastern and South-Eastern Asia,,2018,2.97
Eastern and South-Eastern Asia,,2019,3.03
Ecuador,ECU,2000,10
Ecuador,ECU,2001,8.15
Ecuador,ECU,2002,9.01
Ecuador,ECU,2003,6.92
Ecuador,ECU,2004,7.71
Ecuador,ECU,2005,4.53
Ecuador,ECU,2006,7.47
Ecuador,ECU,2007,7.46
Ecuador,ECU,2008,3.04
Ecuador,ECU,2009,4.44
Ecuador,ECU,2010,4.75
Ecuador,ECU,2011,7.51
Ecuador,ECU,2012,6.25
Ecuador,ECU,2013,7.92
Ecuador,ECU,2014,5.86
Ecuador,ECU,2015,6.52
Ecuador,ECU,2016,7.51
Ecuador,ECU,2017,4.33
Ecuador,ECU,2018,6.23
Ecuador,ECU,2019,3.75
Egypt,EGY,2000,0.57
Egypt,EGY,2001,0.49
Egypt,EGY,2002,0.91
Egypt,EGY,2003,1.02
Egypt,EGY,2004,0.35
Egypt,EGY,2005,0.22
Egypt,EGY,2006,0.17
Egypt,EGY,2007,0.5
Egypt,EGY,2008,0.19
Egypt,EGY,2009,0.08
Egypt,EGY,2010,1.45
Egypt,EGY,2011,0.24
Egypt,EGY,2012,0.62
Egypt,EGY,2013,0.42
Egypt,EGY,2014,0.12
Egypt,EGY,2015,0.67
Egypt,EGY,2016,0.26
Egypt,EGY,2017,0.11
Egypt,EGY,2018,0.32
Egypt,EGY,2019,0.19
El Salvador,SLV,2000,19.9
El Salvador,SLV,2001,19.74
El Salvador,SLV,2002,13.21
El Salvador,SLV,2003,3.47
El Salvador,SLV,2004,10.23
El Salvador,SLV,2005,1.36
El Salvador,SLV,2006,5.07
El Salvador,SLV,2007,6.1
El Salvador,SLV,2008,2.18
El Salvador,SLV,2009,4.25
El Salvador,SLV,2010,1.07
El Salvador,SLV,2011,16.82
El Salvador,SLV,2012,9.14
El Salvador,SLV,2013,25.05
El Salvador,SLV,2014,2.43
El Salvador,SLV,2015,0.33
El Salvador,SLV,2016,0.16
El Salvador,SLV,2017,1.75
El Salvador,SLV,2018,0.43
Equatorial Guinea,GNQ,2000,3.22
Equatorial Guinea,GNQ,2001,2.93
Equatorial Guinea,GNQ,2002,3.13
Equatorial Guinea,GNQ,2003,4.5
Equatorial Guinea,GNQ,2004,7.87
Equatorial Guinea,GNQ,2005,13.38
Equatorial Guinea,GNQ,2006,8.61
Equatorial Guinea,GNQ,2007,5.98
Equatorial Guinea,GNQ,2008,6.35
Equatorial Guinea,GNQ,2009,9.4
Equatorial Guinea,GNQ,2010,7.51
Equatorial Guinea,GNQ,2011,4.37
Equatorial Guinea,GNQ,2012,2.5
Equatorial Guinea,GNQ,2013,3.13
Equatorial Guinea,GNQ,2014,3.37
Equatorial Guinea,GNQ,2015,2.02
Equatorial Guinea,GNQ,2016,0.88
Equatorial Guinea,GNQ,2017,2.15
Equatorial Guinea,GNQ,2018,1.4
Equatorial Guinea,GNQ,2019,1.67
Eritrea,ERI,2000,2.73
Eritrea,ERI,2001,0.95
Eritrea,ERI,2002,3.24
Eritrea,ERI,2003,11.38
Eritrea,ERI,2004,11.66
Eritrea,ERI,2005,8.15
Eritrea,ERI,2006,7.34
Eritrea,ERI,2007,2.74
Eritrea,ERI,2008,7.69
Eritrea,ERI,2009,6.27
Eritrea,ERI,2010,3
Eritrea,ERI,2011,3.52
Eritrea,ERI,2012,4.39
Eritrea,ERI,2013,2.6
Eritrea,ERI,2014,3.29
Eritrea,ERI,2015,5.06
Eritrea,ERI,2016,0.44
Eritrea,ERI,2017,0.4
Eritrea,ERI,2018,1.18
Eritrea,ERI,2019,2.89
Estonia,EST,2000,0.75
Estonia,EST,2001,0.38
Estonia,EST,2002,9.59
Estonia,EST,2003,13.4
Estonia,EST,2004,5.16
Estonia,EST,2005,15.02
Estonia,EST,2006,3.36
Estonia,EST,2007,2.68
Estonia,EST,2008,5.43
Estonia,EST,2009,2.3
Estonia,EST,2010,3.98
Estonia,EST,2011,6.22
Estonia,EST,2012,2.2
Estonia,EST,2013,8.91
Estonia,EST,2014,9.08
Estonia,EST,2015,4.76
Estonia,EST,2016,2.67
Estonia,EST,2017,2.49
Estonia,EST,2018,3.41
Estonia,EST,2019,5.77
Europe,,2000,1.57
Europe,,2001,2.63
Europe,,2002,3.14
Europe,,2003,2.87
Europe,,2004,4.16
Europe,,2005,4.24
Europe,,2006,3.59
Europe,,2007,3.86
Europe,,2008,4.6
Europe,,2009,3.49
Europe,,2010,3.13
Europe,,2011,3.56
Europe,,2012,3.13
Europe,,2013,2.81
Europe,,2014,3.05
Europe,,2015,4.12
Europe,,2016,3.47
Europe,,2017,2.85
Europe,,2018,3.03
Europe,,2019,2.97
Europe and Northern America,,2000,1.81
Europe and Northern America,,2001,2.67
Europe and Northern America,,2002,3.86
Europe and Northern America,,2003,3.79
Europe and Northern America,,2004,3.97
Europe and Northern America,,2005,4.25
Europe and Northern America,,2006,3.69
Europe and Northern America,,2007,3.91
Europe and Northern America,,2008,4.88
Europe and Northern America,,2009,3.86
Europe and Northern America,,2010,3.83
Europe and Northern America,,2011,3.73
Europe and Northern America,,2012,2.83
Europe and Northern America,,2013,3.23
Europe and Northern America,,2014,3.07
Europe and Northern America,,2015,3.38
Europe and Northern America,,2016,3.06
Europe and Northern America,,2017,2.71
Europe and Northern America,,2018,2.89
Europe and Northern America,,2019,3.04
Faeroe Islands,FRO,2000,3.89
Faeroe Islands,FRO,2001,4.7
Faeroe Islands,FRO,2002,8.06
Faeroe Islands,FRO,2003,14.92
Faeroe Islands,FRO,2004,14.45
Faeroe Islands,FRO,2005,4.82
Faeroe Islands,FRO,2006,4.63
Faeroe Islands,FRO,2007,3.25
Faeroe Islands,FRO,2008,5.8
Faeroe Islands,FRO,2009,7.15
Faeroe Islands,FRO,2010,5.33
Faeroe Islands,FRO,2011,9.17
Faeroe Islands,FRO,2012,2.34
Faeroe Islands,FRO,2013,2.94
Faeroe Islands,FRO,2014,5.16
Faeroe Islands,FRO,2015,2.24
Faeroe Islands,FRO,2016,2.53
Faeroe Islands,FRO,2017,3.99
Faeroe Islands,FRO,2018,2.26
Faeroe Islands,FRO,2019,3.29
Fiji,FJI,2000,2.35
Fiji,FJI,2001,2.21
Fiji,FJI,2002,2.42
Fiji,FJI,2003,7.81
Fiji,FJI,2004,3.97
Fiji,FJI,2005,3.86
Fiji,FJI,2006,2.11
Fiji,FJI,2007,6.31
Fiji,FJI,2008,2.51
Fiji,FJI,2009,2.02
Fiji,FJI,2010,2.87
Fiji,FJI,2011,0.98
Fiji,FJI,2012,1.19
Fiji,FJI,2013,2.5
Fiji,FJI,2014,2
Fiji,FJI,2015,4.34
Fiji,FJI,2016,3.48
Fiji,FJI,2017,2.66
Fiji,FJI,2018,3.56
Fiji,FJI,2019,1.76
Finland,FIN,2000,1.12
Finland,FIN,2001,0.35
Finland,FIN,2002,4.01
Finland,FIN,2003,3.15
Finland,FIN,2004,2.04
Finland,FIN,2005,4.21
Finland,FIN,2006,2.14
Finland,FIN,2007,3.06
Finland,FIN,2008,4.61
Finland,FIN,2009,1.99
Finland,FIN,2010,3.11
Finland,FIN,2011,1.63
Finland,FIN,2012,6.06
Finland,FIN,2013,3.03
Finland,FIN,2014,6.7
Finland,FIN,2015,10.22
Finland,FIN,2016,4.07
Finland,FIN,2017,4.3
Finland,FIN,2018,3.07
Finland,FIN,2019,5.12
France,FRA,2000,2.89
France,FRA,2001,3.87
France,FRA,2002,4.86
France,FRA,2003,5.62
France,FRA,2004,4.21
France,FRA,2005,7.51
France,FRA,2006,3.85
France,FRA,2007,7.97
France,FRA,2008,5.9
France,FRA,2009,5.95
France,FRA,2010,3.92
France,FRA,2011,5.39
France,FRA,2012,5.13
France,FRA,2013,5.77
France,FRA,2014,7.2
France,FRA,2015,5.01
France,FRA,2016,3.06
France,FRA,2017,3.47
France,FRA,2018,3.51
France,FRA,2019,6.33
French Guiana,GUF,2000,10.15
French Guiana,GUF,2001,10.92
French Guiana,GUF,2002,11.29
French Guiana,GUF,2003,15.36
French Guiana,GUF,2004,23.76
French Guiana,GUF,2005,15.99
French Guiana,GUF,2006,10.48
French Guiana,GUF,2007,8.1
French Guiana,GUF,2008,9.12
French Guiana,GUF,2009,22.05
French Guiana,GUF,2010,14.77
French Guiana,GUF,2011,14.03
French Guiana,GUF,2012,15.04
French Guiana,GUF,2013,9.07
French Guiana,GUF,2014,14.83
French Guiana,GUF,2015,8.18
French Guiana,GUF,2016,10.84
French Guiana,GUF,2017,10.87
French Guiana,GUF,2018,7.66
French Guiana,GUF,2019,7.16
French Polynesia,PYF,2000,6.31
French Polynesia,PYF,2001,4.43
French Polynesia,PYF,2002,1.17
French Polynesia,PYF,2003,0.33
French Polynesia,PYF,2004,0.28
French Polynesia,PYF,2005,0.08
French Polynesia,PYF,2006,0.14
French Polynesia,PYF,2007,0.18
French Polynesia,PYF,2008,2.5
French Polynesia,PYF,2009,8.63
French Polynesia,PYF,2010,0.42
French Polynesia,PYF,2011,11.36
French Polynesia,PYF,2012,7.45
French Polynesia,PYF,2013,2.38
French Polynesia,PYF,2014,0.5
French Polynesia,PYF,2015,0.38
French Polynesia,PYF,2016,0.03
French Polynesia,PYF,2017,0.24
French Polynesia,PYF,2018,0.71
French Polynesia,PYF,2019,0.41
Gabon,GAB,2000,2.05
Gabon,GAB,2001,2.89
Gabon,GAB,2002,9.07
Gabon,GAB,2003,16.62
Gabon,GAB,2004,11.51
Gabon,GAB,2005,16.12
Gabon,GAB,2006,14.02
Gabon,GAB,2007,10.51
Gabon,GAB,2008,11.84
Gabon,GAB,2009,18
Gabon,GAB,2010,11.97
Gabon,GAB,2011,6.26
Gabon,GAB,2012,3.5
Gabon,GAB,2013,5.2
Gabon,GAB,2014,4.27
Gabon,GAB,2015,2.98
Gabon,GAB,2016,3.24
Gabon,GAB,2017,4.4
Gabon,GAB,2018,3.33
Gabon,GAB,2019,2.14
Gambia,GMB,2000,1.53
Gambia,GMB,2001,1.68
Gambia,GMB,2002,6.05
Gambia,GMB,2003,22.81
Gambia,GMB,2004,16.92
Gambia,GMB,2005,13.18
Gambia,GMB,2006,15.45
Gambia,GMB,2007,17.68
Gambia,GMB,2008,9.61
Gambia,GMB,2009,15.11
Gambia,GMB,2010,6.84
Gambia,GMB,2011,5.95
Gambia,GMB,2012,10.63
Gambia,GMB,2013,4.4
Gambia,GMB,2014,12.02
Gambia,GMB,2015,7.54
Gambia,GMB,2016,7.32
Gambia,GMB,2017,8.13
Gambia,GMB,2018,18.94
Gambia,GMB,2019,3.96
Georgia,GEO,2000,2.36
Georgia,GEO,2001,31.61
Georgia,GEO,2002,4.31
Georgia,GEO,2003,4.13
Georgia,GEO,2004,0.78
Georgia,GEO,2005,0.73
Georgia,GEO,2007,1.13
Georgia,GEO,2008,4.06
Georgia,GEO,2009,0.19
Georgia,GEO,2010,0.68
Georgia,GEO,2011,0.68
Georgia,GEO,2012,0.39
Georgia,GEO,2014,0.39
Georgia,GEO,2015,1.36
Georgia,GEO,2016,0.68
Georgia,GEO,2018,0.53
Georgia,GEO,2019,1.65
Germany,DEU,2000,5.56
Germany,DEU,2001,2.99
Germany,DEU,2002,5.59
Germany,DEU,2003,1.79
Germany,DEU,2004,5.49
Germany,DEU,2005,5.19
Germany,DEU,2006,3.99
Germany,DEU,2007,4.44
Germany,DEU,2008,5.51
Germany,DEU,2009,6.57
Germany,DEU,2010,1.33
Germany,DEU,2011,1.34
Germany,DEU,2012,2.69
Germany,DEU,2013,4.41
Germany,DEU,2014,2.6
Germany,DEU,2015,2.54
Germany,DEU,2016,1.78
Germany,DEU,2017,1.23
Germany,DEU,2018,2.86
Germany,DEU,2019,1.58
Ghana,GHA,2000,2.59
Ghana,GHA,2001,2.08
Ghana,GHA,2002,4.22
Ghana,GHA,2003,5.71
Ghana,GHA,2004,2.26
Ghana,GHA,2005,4.51
Ghana,GHA,2006,2.53
Ghana,GHA,2007,0.78
Ghana,GHA,2008,6.73
Ghana,GHA,2009,2.2
Ghana,GHA,2010,1.27
Ghana,GHA,2011,2.2
Ghana,GHA,2012,1
Ghana,GHA,2013,0.99
Ghana,GHA,2014,1.6
Ghana,GHA,2015,0.56
Ghana,GHA,2016,1.27
Ghana,GHA,2017,2.12
Ghana,GHA,2018,3.45
Ghana,GHA,2019,2.43
Greece,GRC,2000,0.27
Greece,GRC,2001,0.14
Greece,GRC,2002,0.1
Greece,GRC,2003,2.78
Greece,GRC,2004,0.23
Greece,GRC,2005,0.31
Greece,GRC,2006,0.89
Greece,GRC,2007,1.33
Greece,GRC,2008,0.53
Greece,GRC,2009,0.05
Greece,GRC,2010,0.2
Greece,GRC,2011,0.93
Greece,GRC,2012,0.41
Greece,GRC,2013,0.1
Greece,GRC,2014,0.27
Greece,GRC,2015,0.39
Greece,GRC,2016,0.05
Greece,GRC,2017,2.52
Greece,GRC,2018,0.31
Greece,GRC,2019,0.07
Greenland,GRL,2000,1.93
Greenland,GRL,2001,1.85
Greenland,GRL,2002,2.09
Greenland,GRL,2003,2.54
Greenland,GRL,2004,2.87
Greenland,GRL,2005,3.67
Greenland,GRL,2006,3.26
Greenland,GRL,2007,3.28
Greenland,GRL,2008,2.26
Greenland,GRL,2009,3.13
Greenland,GRL,2010,3.65
Greenland,GRL,2011,2.5
Greenland,GRL,2012,1.82
Greenland,GRL,2013,2.92
Greenland,GRL,2014,2.6
Greenland,GRL,2015,3.84
Greenland,GRL,2016,4.75
Greenland,GRL,2017,3.29
Greenland,GRL,2018,3.06
Greenland,GRL,2019,4.04
Grenada,GRD,2000,9.08
Grenada,GRD,2001,2.84
Grenada,GRD,2002,8.14
Grenada,GRD,2003,26.08
Grenada,GRD,2004,10.02
Grenada,GRD,2005,2.73
Grenada,GRD,2006,20.24
Grenada,GRD,2007,24.9
Grenada,GRD,2008,5.32
Grenada,GRD,2009,24.48
Grenada,GRD,2010,35.28
Grenada,GRD,2011,3.17
Grenada,GRD,2012,11.45
Grenada,GRD,2013,3.33
Grenada,GRD,2014,4.77
Grenada,GRD,2015,1.66
Grenada,GRD,2016,11.83
Grenada,GRD,2017,12.78
Grenada,GRD,2018,9.51
Grenada,GRD,2019,6.93
Guadeloupe,GLP,2000,0.69
Guadeloupe,GLP,2001,4.61
Guadeloupe,GLP,2002,0.89
Guadeloupe,GLP,2003,15.4
Guadeloupe,GLP,2004,7.95
Guadeloupe,GLP,2005,0.05
Guadeloupe,GLP,2006,1.5
Guadeloupe,GLP,2007,16.83
Guadeloupe,GLP,2008,0.3
Guadeloupe,GLP,2009,11.83
Guadeloupe,GLP,2010,24.91
Guadeloupe,GLP,2011,0.56
Guadeloupe,GLP,2012,0.13
Guadeloupe,GLP,2013,8.89
Guadeloupe,GLP,2014,1.5
Guadeloupe,GLP,2015,3.35
Guadeloupe,GLP,2016,2.64
Guadeloupe,GLP,2017,1.14
Guadeloupe,GLP,2018,0.74
Guadeloupe,GLP,2019,1.4
Guam,GUM,2000,0.04
Guam,GUM,2001,0.58
Guam,GUM,2002,0.81
Guam,GUM,2003,0.3
Guam,GUM,2004,1.58
Guam,GUM,2005,1
Guam,GUM,2006,0.2
Guam,GUM,2007,0.2
Guam,GUM,2008,0.16
Guam,GUM,2009,0.07
Guam,GUM,2010,0.02
Guam,GUM,2011,0.39
Guam,GUM,2012,0.04
Guam,GUM,2013,0.87
Guam,GUM,2014,0.02
Guam,GUM,2015,1.97
Guam,GUM,2016,0.04
Guam,GUM,2017,0.03
Guam,GUM,2018,0.03
Guam,GUM,2019,5.1
Guatemala,GTM,2000,12.11
Guatemala,GTM,2001,10.39
Guatemala,GTM,2002,6.97
Guatemala,GTM,2003,12.59
Guatemala,GTM,2004,11.42
Guatemala,GTM,2005,3.07
Guatemala,GTM,2006,4.96
Guatemala,GTM,2007,5.6
Guatemala,GTM,2008,3.72
Guatemala,GTM,2009,2.52
Guatemala,GTM,2010,3.46
Guatemala,GTM,2011,12.2
Guatemala,GTM,2012,4.79
Guatemala,GTM,2013,17.55
Guatemala,GTM,2014,3.26
Guatemala,GTM,2015,0.09
Guatemala,GTM,2016,0.12
Guatemala,GTM,2017,0.41
Guatemala,GTM,2018,1.06
Guatemala,GTM,2019,0.07
Guernsey,GGY,2000,3.64
Guernsey,GGY,2001,1.02
Guernsey,GGY,2002,11.46
Guernsey,GGY,2003,27.68
Guernsey,GGY,2004,0.34
Guernsey,GGY,2005,11.07
Guernsey,GGY,2006,10.96
Guernsey,GGY,2007,19.66
Guernsey,GGY,2008,37.69
Guernsey,GGY,2009,12.2
Guernsey,GGY,2010,7.75
Guernsey,GGY,2011,7.97
Guernsey,GGY,2012,3.05
Guernsey,GGY,2013,5.93
Guernsey,GGY,2014,33.22
Guernsey,GGY,2015,15.37
Guernsey,GGY,2016,9.24
Guernsey,GGY,2017,5.31
Guernsey,GGY,2018,2.94
Guernsey,GGY,2019,0.95
Guinea,GIN,2000,4.86
Guinea,GIN,2001,1.36
Guinea,GIN,2002,3.07
Guinea,GIN,2003,7
Guinea,GIN,2004,11.92
Guinea,GIN,2005,8.55
Guinea,GIN,2006,4.85
Guinea,GIN,2007,4.41
Guinea,GIN,2008,5.18
Guinea,GIN,2009,16.43
Guinea,GIN,2010,12.87
Guinea,GIN,2011,12.86
Guinea,GIN,2012,4.1
Guinea,GIN,2013,5.08
Guinea,GIN,2014,5.89
Guinea,GIN,2015,2.08
Guinea,GIN,2016,8.08
Guinea,GIN,2017,5.22
Guinea,GIN,2018,7.09
Guinea,GIN,2019,5.45
Guinea-Bissau,GNB,2000,2
Guinea-Bissau,GNB,2001,0.92
Guinea-Bissau,GNB,2002,2.81
Guinea-Bissau,GNB,2003,16.73
Guinea-Bissau,GNB,2004,7.66
Guinea-Bissau,GNB,2005,8.56
Guinea-Bissau,GNB,2006,8.42
Guinea-Bissau,GNB,2007,4.12
Guinea-Bissau,GNB,2008,5.38
Guinea-Bissau,GNB,2009,19.04
Guinea-Bissau,GNB,2010,6.43
Guinea-Bissau,GNB,2011,8.45
Guinea-Bissau,GNB,2012,5.57
Guinea-Bissau,GNB,2013,2.05
Guinea-Bissau,GNB,2014,8.06
Guinea-Bissau,GNB,2015,8.71
Guinea-Bissau,GNB,2016,6.03
Guinea-Bissau,GNB,2017,2.28
Guinea-Bissau,GNB,2018,11.1
Guinea-Bissau,GNB,2019,6.23
Guyana,GUY,2000,3.78
Guyana,GUY,2001,12.01
Guyana,GUY,2002,3.23
Guyana,GUY,2003,9.31
Guyana,GUY,2004,10.38
Guyana,GUY,2005,3.18
Guyana,GUY,2006,5.9
Guyana,GUY,2007,6.37
Guyana,GUY,2008,10.26
Guyana,GUY,2009,9.47
Guyana,GUY,2010,20.38
Guyana,GUY,2011,3.6
Guyana,GUY,2012,3.96
Guyana,GUY,2013,5.96
Guyana,GUY,2014,4.68
Guyana,GUY,2015,3.74
Guyana,GUY,2016,7.9
Guyana,GUY,2017,7.74
Guyana,GUY,2018,5.32
Guyana,GUY,2019,3.16
Haiti,HTI,2000,1.33
Haiti,HTI,2001,0.16
Haiti,HTI,2002,2.23
Haiti,HTI,2003,1.81
Haiti,HTI,2004,0.09
Haiti,HTI,2005,0.35
Haiti,HTI,2006,0.12
Haiti,HTI,2007,0.06
Haiti,HTI,2008,0.57
Haiti,HTI,2009,11.81
Haiti,HTI,2010,0.46
