Country,CountryCode,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Mali,MLI,0.98522,0.98493,0.98467,0.98435,0.98409,0.98377,0.98347,0.98306,0.9828,0.98245,0.98214,0.98188,0.98161,0.98148,0.98129,0.9811,0.98096,0.98082,0.98076,0.98057
Malta,MLT,0.88846,0.88652,0.88456,0.88262,0.88213,0.88162,0.88154,0.88188,0.88231,0.88262,0.88262,0.88262,0.88262,0.88262,0.88262,0.88262,0.88262,0.88262,0.88262,0.88262
Martinique,MTQ,0.77522,0.77277,0.77015,0.7683,0.76609,0.7636,0.76141,0.759,0.75644,0.7549,0.75316,0.7507,0.74853,0.74624,0.74407,0.74149,0.73963,0.73764,0.73456,0.73338
Mauritania,MRT,0.98115,0.98075,0.98047,0.98007,0.97971,0.97946,0.97925,0.97904,0.97884,0.97861,0.9784,0.97811,0.97796,0.97776,0.97755,0.97733,0.97716,0.97701,0.97682,0.97653
Mauritius,MUS,0.50201,0.49618,0.49093,0.48531,0.47872,0.47399,0.46865,0.46357,0.45821,0.45453,0.44786,0.44326,0.4363,0.4303,0.42369,0.41813,0.41059,0.40328,0.39639,0.38889
Mexico,MEX,0.72119,0.71887,0.71637,0.71354,0.71105,0.70898,0.70576,0.70381,0.70151,0.69911,0.69653,0.69462,0.69166,0.6894,0.68688,0.68407,0.68247,0.68007,0.67728,0.674
Monaco,MCO,0.75728,0.75747,0.75783,0.75829,0.75896,0.75891,0.75959,0.75984,0.75976,0.76092,0.76148,0.76116,0.76085,0.76069,0.76021,0.76003,0.75987,0.75961,0.75922,0.7589
Mongolia,MNG,0.9575,0.95688,0.95636,0.95569,0.95518,0.95456,0.95406,0.95345,0.95321,0.95266,0.9521,0.95164,0.9511,0.95062,0.95008,0.94945,0.94899,0.94858,0.94801,0.94757
Republic of Moldova,MDA,0.96487,0.96485,0.96491,0.96494,0.9652,0.9654,0.96571,0.96575,0.96623,0.96635,0.96668,0.96701,0.96728,0.96767,0.96789,0.96811,0.96848,0.96872,0.96901,0.96929
Montenegro,MNE,0.85961,0.85683,0.85412,0.85141,0.84918,0.847,0.8447,0.84218,0.83941,0.83613,0.8341,0.83116,0.82829,0.82561,0.82277,0.8202,0.81726,0.8156,0.81294,0.81002
Montserrat,MSR,0.65737,0.65641,0.67299,0.68852,0.70349,0.70329,0.70179,0.69931,0.69667,0.69359,0.69067,0.68773,0.68523,0.68209,0.67929,0.67637,0.67313,0.67074,0.66806,0.66477
Morocco,MAR,0.89908,0.89811,0.8972,0.89646,0.89565,0.89503,0.89446,0.89374,0.89341,0.89285,0.89211,0.89143,0.89082,0.89026,0.88952,0.88904,0.88832,0.88777,0.88693,0.8863
Mozambique,MOZ,0.87192,0.8699,0.86756,0.8645,0.86187,0.85923,0.85611,0.85413,0.85188,0.84905,0.84707,0.84512,0.84205,0.83866,0.83607,0.83332,0.83076,0.82733,0.82453,0.82183
Oman,OMN,0.93039,0.92784,0.92444,0.92143,0.9195,0.91641,0.91415,0.91174,0.9093,0.90685,0.90435,0.90159,0.89889,0.89759,0.89488,0.89286,0.89042,0.88838,0.88489,0.88421
Namibia,NAM,0.96746,0.96733,0.96721,0.96707,0.967,0.96693,0.96685,0.96678,0.96666,0.96654,0.96642,0.96626,0.96614,0.96606,0.96596,0.9659,0.96581,0.96574,0.96567,0.96559
Nauru,NRU,0.82342,0.82006,0.81794,0.81526,0.81085,0.80855,0.80546,0.80222,0.80064,0.79851,0.79499,0.79159,0.78947,0.78635,0.78394,0.78062,0.77698,0.77492,0.77237,0.76948
Nepal,NPL,0.82351,0.82345,0.8233,0.8234,0.82334,0.82332,0.82354,0.82359,0.82403,0.82426,0.82439,0.82441,0.8246,0.82476,0.82495,0.8249,0.82498,0.82491,0.82526,0.8252
Netherlands,NLD,0.96849,0.96682,0.96475,0.9631,0.96148,0.95985,0.95895,0.95763,0.95621,0.95499,0.95403,0.95261,0.95139,0.95017,0.94884,0.94748,0.94581,0.94502,0.9432,0.94183
Netherlands Antilles,ANT,,,,,,,,,,,,,,,,,,,,
Curaçao,CUW,0.87959,0.87495,0.87338,0.87093,0.86913,0.86989,0.86861,0.8685,0.86713,0.86499,0.86428,0.86244,0.85854,0.85624,0.85448,0.85209,0.84763,0.8461,0.84389,0.84114
Aruba,ABW,0.94078,0.93389,0.9258,0.93171,0.94181,0.94754,0.94969,0.95101,0.95137,0.9549,0.95572,0.95611,0.95637,0.95636,0.95631,0.9563,0.95633,0.95642,0.95645,0.95646
Sint Maarten (Dutch part),SXM,0.9941,0.9941,0.9941,0.9941,0.9941,0.99331,0.99251,0.99171,0.99096,0.99096,0.99096,0.99098,0.99101,0.99101,0.99101,0.99101,0.99101,0.99101,0.99101,0.99101
New Caledonia,NCL,0.71218,0.70909,0.70595,0.70264,0.69964,0.6963,0.69302,0.69017,0.68728,0.68428,0.6817,0.67813,0.67567,0.67252,0.66791,0.66547,0.66169,0.65843,0.65518,0.65148
Vanuatu,VUT,0.71839,0.71529,0.71218,0.70907,0.70563,0.70239,0.69937,0.696,0.69347,0.69109,0.68844,0.68519,0.68207,0.67873,0.6743,0.67167,0.66771,0.66494,0.66204,0.6583
New Zealand,NZL,0.70563,0.70178,0.69814,0.69378,0.69067,0.68546,0.68234,0.6778,0.67371,0.66905,0.66451,0.6598,0.65532,0.65175,0.64652,0.64168,0.63643,0.63134,0.62559,0.62216
Nicaragua,NIC,0.87535,0.8738,0.87255,0.87152,0.87021,0.86887,0.86726,0.86633,0.865,0.86365,0.86253,0.86101,0.85966,0.85825,0.85712,0.856,0.85404,0.85305,0.8516,0.85006
Niger,NER,0.95599,0.955,0.95362,0.95221,0.95124,0.9503,0.94913,0.94795,0.94672,0.94575,0.94456,0.94342,0.94204,0.94113,0.94005,0.93915,0.93817,0.93727,0.93578,0.93526
Nigeria,NGA,0.87641,0.87624,0.87608,0.87589,0.87578,0.87569,0.87559,0.87548,0.87522,0.87511,0.87483,0.87469,0.87459,0.87436,0.87416,0.874,0.87394,0.8738,0.87371,0.87364
Niue,NIU,0.7649,0.76873,0.77722,0.783,0.78586,0.78799,0.78935,0.78797,0.78582,0.78427,0.78236,0.77972,0.77908,0.77756,0.77414,0.77361,0.77069,0.76853,0.76615,0.7637
Norfolk Island,NFK,,,,,,,,,,,,,,,,,,,,
Norway,NOR,0.9515,0.95086,0.9502,0.94954,0.94907,0.94866,0.94814,0.94794,0.94768,0.94749,0.94744,0.94704,0.94643,0.94562,0.94452,0.94327,0.9425,0.94095,0.94004,0.93889
Northern Mariana Islands,MNP,0.67166,0.65719,0.64453,0.62441,0.61306,0.60357,0.59649,0.59257,0.58858,0.5833,0.58038,0.57627,0.5721,0.56787,0.56252,0.55901,0.55354,0.54831,0.54413,0.53971
United States Minor Outlying Islands,UMI,,,,,,,,,,,,,,,,,,,,
Micronesia (Federated States of),FSM,0.76286,0.75798,0.75466,0.74938,0.74563,0.74053,0.73734,0.73273,0.72921,0.72528,0.72203,0.71683,0.71233,0.70874,0.70462,0.69947,0.69497,0.69046,0.68597,0.68147
Marshall Islands,MHL,0.89526,0.89253,0.88916,0.88619,0.88203,0.88022,0.87659,0.87392,0.87167,0.86793,0.86471,0.86234,0.85867,0.85437,0.85093,0.84902,0.846,0.84342,0.83879,0.83468
Palau,PLW,0.90553,0.89534,0.88727,0.87901,0.87024,0.86,0.85139,0.84139,0.83281,0.82145,0.81309,0.80288,0.79191,0.78197,0.77377,0.76419,0.75354,0.74443,0.73203,0.7239
Pakistan,PAK,0.93267,0.92913,0.92515,0.91941,0.91637,0.91159,0.90656,0.90295,0.89966,0.89559,0.89215,0.88782,0.88442,0.88015,0.87618,0.87127,0.86643,0.864,0.85894,0.85375
Panama,PAN,0.77085,0.76847,0.76622,0.7639,0.76175,0.7597,0.7578,0.75534,0.75329,0.75147,0.7492,0.7477,0.74576,0.74372,0.74122,0.73945,0.73761,0.73534,0.7334,0.73123
Papua New Guinea,PNG,0.89878,0.8954,0.8909,0.88789,0.88501,0.88139,0.87832,0.87461,0.8712,0.86822,0.86626,0.86201,0.85928,0.85541,0.85275,0.84896,0.84493,0.84162,0.83856,0.83547
Paraguay,PRY,0.94999,0.94983,0.9498,0.94959,0.94946,0.94944,0.94938,0.94928,0.94925,0.94913,0.94902,0.94885,0.94871,0.94849,0.94846,0.94828,0.94813,0.948,0.94781,0.94771
Peru,PER,0.73173,0.73148,0.73113,0.73076,0.73052,0.73024,0.72994,0.72954,0.72895,0.72814,0.72722,0.72626,0.72558,0.7249,0.7245,0.72448,0.72402,0.72387,0.72366,0.72311
Philippines,PHL,0.72687,0.72276,0.71837,0.71182,0.70702,0.70288,0.69826,0.69402,0.68943,0.68455,0.68124,0.67651,0.67106,0.66713,0.66149,0.6572,0.65265,0.64838,0.64354,0.63912
Pitcairn,PCN,,,,,,,,,,,,,,,,,,,,
Poland,POL,0.95213,0.953,0.95404,0.95511,0.95613,0.95722,0.9583,0.95939,0.96049,0.9614,0.96222,0.96323,0.96453,0.96557,0.96679,0.96821,0.96905,0.97019,0.97112,0.97183
Portugal,PRT,0.86221,0.86127,0.86032,0.85945,0.85868,0.85801,0.85715,0.85652,0.85669,0.8567,0.85721,0.8577,0.85754,0.85764,0.85723,0.85656,0.8556,0.85464,0.85411,0.85306
Guinea-Bissau,GNB,0.96146,0.96138,0.9613,0.96123,0.96116,0.9611,0.96102,0.96094,0.96082,0.96076,0.96063,0.96054,0.96045,0.96043,0.96037,0.96034,0.96033,0.96031,0.96028,0.96027
Timor-Leste,TLS,0.9454,0.94196,0.93873,0.93476,0.93156,0.92854,0.92543,0.92202,0.91892,0.91554,0.913,0.90898,0.90597,0.9033,0.89945,0.89659,0.89328,0.88861,0.88536,0.88236
Puerto Rico,PRI,0.71051,0.70811,0.70556,0.70308,0.70047,0.69817,0.69525,0.69325,0.69006,0.68786,0.68539,0.68277,0.68032,0.67724,0.67487,0.67224,0.67011,0.66665,0.66476,0.66224
Qatar,QAT,0.89913,0.89491,0.88906,0.88626,0.88236,0.87741,0.87249,0.86858,0.86547,0.86053,0.85821,0.85504,0.84997,0.84568,0.84184,0.83674,0.83369,0.83028,0.82554,0.82092
Réunion,REU,0.62098,0.61378,0.60733,0.60259,0.60103,0.598,0.59866,0.59629,0.59312,0.58952,0.58389,0.57768,0.57059,0.56297,0.55361,0.54904,0.54714,0.53858,0.5306,0.52374
Romania,ROU,0.94765,0.94763,0.9476,0.9476,0.94762,0.94769,0.94772,0.9478,0.94791,0.94801,0.94815,0.94828,0.94839,0.94849,0.94858,0.94861,0.94867,0.94874,0.94882,0.94887
Russian Federation,RUS,0.9591,0.95867,0.95844,0.9581,0.95781,0.95748,0.95718,0.95675,0.95643,0.95618,0.95578,0.95563,0.95546,0.95517,0.95504,0.95504,0.95486,0.95476,0.95466,0.95445
Rwanda,RWA,0.84655,0.84655,0.84692,0.84708,0.84747,0.84793,0.84823,0.84824,0.84826,0.84827,0.84826,0.84825,0.84823,0.84823,0.84822,0.84821,0.84819,0.84818,0.84818,0.84816
Saint Barthélemy,BLM,,,,,,,,,,,,,,,,,,,,
Saint Helena,SHN,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,KNA,0.75348,0.75239,0.75105,0.75001,0.74866,0.74752,0.74618,0.74494,0.74396,0.74285,0.74157,0.74037,0.73913,0.73794,0.7363,0.73545,0.73415,0.73231,0.73129,0.72985
Anguilla,AIA,0.94044,0.93893,0.93848,0.93754,0.93603,0.93566,0.93446,0.93308,0.93289,0.93226,0.93116,0.93004,0.92862,0.9275,0.92663,0.92527,0.92439,0.92312,0.92215,0.92082
Saint Lucia,LCA,0.88063,0.87865,0.87662,0.87436,0.87249,0.87033,0.86781,0.86596,0.86391,0.86186,0.85927,0.85686,0.85483,0.85279,0.85089,0.84845,0.84704,0.84448,0.84162,0.84037
Saint Martin (French Part),MAF,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,SPM,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,VCT,0.78088,0.78027,0.77971,0.77929,0.77882,0.77838,0.77783,0.77738,0.77683,0.77656,0.77594,0.77552,0.77507,0.77423,0.77407,0.77331,0.77282,0.77245,0.7718,0.77118
San Marino,SMR,0.99134,0.99131,0.99128,0.99126,0.99126,0.99128,0.99129,0.99132,0.99136,0.99149,0.99166,0.9918,0.99196,0.99201,0.99204,0.99206,0.99209,0.99211,0.99213,0.99215
Sao Tome and Principe,STP,0.78175,0.78141,0.78046,0.78151,0.78282,0.78498,0.78588,0.78738,0.78747,0.78765,0.78764,0.78733,0.78703,0.78662,0.78634,0.78607,0.78552,0.78528,0.78504,0.78462
Saudi Arabia,SAU,0.95574,0.95299,0.94999,0.94766,0.94474,0.94141,0.93952,0.93629,0.93381,0.9313,0.92873,0.92615,0.92399,0.92108,0.91881,0.9157,0.9136,0.91078,0.90805,0.90593
Senegal,SEN,0.955,0.95417,0.95359,0.95299,0.95233,0.95163,0.95094,0.95023,0.94975,0.94907,0.94845,0.94775,0.94704,0.94627,0.9456,0.94499,0.94433,0.94388,0.94316,0.94237
Serbia,SRB,0.95445,0.95408,0.95389,0.95402,0.95402,0.95468,0.95535,0.95637,0.95711,0.95761,0.95771,0.9578,0.95786,0.95792,0.95796,0.95801,0.95806,0.9581,0.95816,0.95818
Seychelles,SYC,0.71245,0.70939,0.70685,0.70377,0.70075,0.69756,0.6953,0.69247,0.69058,0.68869,0.68815,0.68534,0.68253,0.67994,0.67769,0.67487,0.67062,0.66807,0.66409,0.66174
Sierra Leone,SLE,0.91642,0.91626,0.9162,0.91572,0.91545,0.91522,0.9149,0.9146,0.91432,0.91408,0.9138,0.91355,0.91308,0.91306,0.9126,0.91228,0.91185,0.91159,0.91149,0.91133
Singapore,SGP,0.91368,0.90507,0.90139,0.90162,0.89851,0.90103,0.8986,0.89645,0.89273,0.89193,0.88926,0.88551,0.88156,0.87822,0.87414,0.87229,0.8678,0.86376,0.86029,0.85699
Slovakia,SVK,0.96213,0.96204,0.96192,0.96186,0.96189,0.96192,0.96192,0.96204,0.96209,0.96217,0.96227,0.96235,0.96244,0.96253,0.96259,0.96265,0.96272,0.96279,0.96283,0.96289
Viet Nam,VNM,0.81221,0.8073,0.80327,0.79894,0.79494,0.79043,0.78582,0.78173,0.77755,0.77387,0.77013,0.76525,0.76042,0.75607,0.75148,0.74689,0.74145,0.73669,0.73277,0.72799
Slovenia,SVN,0.93979,0.93961,0.93942,0.93923,0.93909,0.93894,0.93885,0.93871,0.93861,0.93848,0.93837,0.93825,0.93811,0.93807,0.93791,0.93775,0.93757,0.93746,0.93723,0.93712
Somalia,SOM,0.95098,0.94852,0.9447,0.94238,0.93912,0.93687,0.93397,0.93143,0.92853,0.92574,0.92293,0.92065,0.91707,0.91461,0.91216,0.90826,0.90552,0.90215,0.89994,0.89654
South Africa,ZAF,0.81813,0.81583,0.8129,0.8106,0.80789,0.80559,0.80321,0.80108,0.79799,0.79577,0.79347,0.79051,0.78796,0.78567,0.78316,0.78041,0.77784,0.77564,0.77191,0.77049
Zimbabwe,ZWE,0.7969,0.79662,0.79611,0.79584,0.79543,0.79507,0.79466,0.79423,0.79372,0.79326,0.79283,0.79218,0.79175,0.79127,0.79081,0.79046,0.79009,0.78961,0.78909,0.78888
Spain,ESP,0.84844,0.84806,0.84762,0.84724,0.8469,0.84662,0.84635,0.84612,0.84589,0.84567,0.84545,0.84522,0.84497,0.8447,0.84448,0.84421,0.84395,0.84365,0.84338,0.84317
South Sudan,SSD,0.93651,0.93625,0.93596,0.93563,0.93537,0.93503,0.93476,0.93446,0.93418,0.9339,0.9336,0.9332,0.93288,0.93261,0.9323,0.93203,0.93182,0.93155,0.93131,0.93108
Sudan,SDN,0.9778,0.97529,0.97323,0.97055,0.96809,0.96522,0.96272,0.96025,0.95755,0.95499,0.95297,0.9501,0.9479,0.94471,0.94281,0.94062,0.9385,0.93615,0.93289,0.93116
Western Sahara,ESH,0.92473,0.92462,0.92457,0.92452,0.92432,0.92426,0.92408,0.92393,0.92392,0.92395,0.92387,0.92394,0.92382,0.92369,0.92361,0.92353,0.92343,0.9233,0.92325,0.92303
Suriname,SUR,0.9907,0.99065,0.99052,0.99052,0.99044,0.99041,0.99037,0.98996,0.98902,0.98761,0.98636,0.98482,0.9842,0.98393,0.98374,0.98366,0.9836,0.98349,0.98344,0.98338
Svalbard and Jan Mayen Islands,SJM,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,0.81741,0.8174,0.81738,0.81736,0.81733,0.81731,0.81727,0.81725,0.8172,0.81712,0.81702,0.81693,0.81688,0.81685,0.81683,0.81681,0.81681,0.8168,0.81678,0.81677
Sweden,SWE,0.99374,0.99371,0.99369,0.99366,0.99362,0.99359,0.99353,0.99347,0.99341,0.99338,0.99333,0.99331,0.99329,0.99328,0.99327,0.99327,0.99326,0.99326,0.99325,0.99324
Switzerland,CHE,0.97417,0.97412,0.9741,0.97409,0.97408,0.97408,0.97407,0.97409,0.97408,0.97408,0.97408,0.97409,0.97409,0.9741,0.97409,0.97411,0.97411,0.97414,0.97413,0.97415
Syrian Arab Republic,SYR,0.94095,0.94043,0.94011,0.93984,0.93965,0.93951,0.93968,0.94002,0.94119,0.94195,0.943,0.94309,0.94309,0.94309,0.94303,0.94301,0.94298,0.94292,0.94289,0.94285
Tajikistan,TJK,0.98552,0.98534,0.98513,0.98499,0.98496,0.98493,0.98492,0.98492,0.98493,0.98493,0.98494,0.98496,0.98498,0.98499,0.98499,0.98499,0.985,0.985,0.985,0.985
Thailand,THA,0.85118,0.84777,0.84437,0.8416,0.83796,0.83427,0.8317,0.82855,0.82496,0.8225,0.81938,0.81633,0.81391,0.81007,0.80641,0.80359,0.80081,0.79707,0.79482,0.79119
Togo,TGO,0.85434,0.85428,0.85424,0.85425,0.85421,0.85422,0.85425,0.85431,0.85431,0.85431,0.85429,0.85425,0.85423,0.85422,0.85419,0.85417,0.85416,0.85414,0.85413,0.85412
Tokelau,TKL,0.88287,0.87863,0.87647,0.874,0.87179,0.86885,0.86764,0.86559,0.86408,0.86226,0.86076,0.85772,0.85643,0.85305,0.8508,0.84892,0.84641,0.84628,0.84253,0.84258
Tonga,TON,0.7584,0.75597,0.75419,0.75253,0.75015,0.74918,0.74735,0.74596,0.74402,0.74246,0.74084,0.7391,0.73598,0.73445,0.73313,0.73198,0.72924,0.72782,0.72456,0.72329
Trinidad and Tobago,TTO,0.83139,0.83032,0.82932,0.82834,0.82729,0.82601,0.82522,0.82409,0.82333,0.82259,0.82157,0.82058,0.81934,0.81852,0.81762,0.81634,0.81563,0.81457,0.81348,0.81244
United Arab Emirates,ARE,0.91391,0.91142,0.90875,0.90553,0.90164,0.89936,0.89638,0.8934,0.88988,0.88734,0.8854,0.88245,0.87968,0.87676,0.87416,0.87167,0.86938,0.86685,0.86291,0.85989
Tunisia,TUN,0.97456,0.97443,0.97373,0.97363,0.97334,0.97358,0.97435,0.97474,0.97493,0.97491,0.97491,0.97487,0.97476,0.9747,0.97458,0.9745,0.97444,0.97437,0.97428,0.97418
Turkey,TUR,0.88214,0.88178,0.88115,0.88091,0.88049,0.88009,0.87961,0.8791,0.87879,0.87838,0.87802,0.87783,0.87749,0.87699,0.87672,0.87646,0.87611,0.87574,0.87545,0.87534
Turkmenistan,TKM,0.98036,0.9798,0.97919,0.97863,0.97821,0.97778,0.97744,0.97719,0.97703,0.97682,0.97652,0.97632,0.97615,0.97589,0.9756,0.9754,0.9751,0.97489,0.97471,0.97447
Turks and Caicos Islands,TCA,0.85012,0.84961,0.84854,0.84746,0.84689,0.84629,0.84574,0.84507,0.84479,0.84426,0.84303,0.84232,0.84185,0.84133,0.8402,0.83999,0.83962,0.83789,0.837,0.83654
Tuvalu,TUV,0.88948,0.88586,0.88234,0.87941,0.87538,0.8725,0.86997,0.86758,0.86575,0.8625,0.85995,0.85778,0.85629,0.85298,0.85051,0.84687,0.84545,0.84281,0.84036,0.8385
Uganda,UGA,0.80212,0.79963,0.79732,0.79436,0.79173,0.78855,0.78601,0.78292,0.77992,0.77652,0.77366,0.77053,0.76773,0.76462,0.76152,0.75912,0.75741,0.75349,0.75111,0.74802
Ukraine,UKR,0.94148,0.94157,0.94165,0.94179,0.94193,0.94213,0.94247,0.94268,0.94302,0.94318,0.94346,0.94377,0.94408,0.94443,0.9447,0.94497,0.94525,0.94566,0.94583,0.94613
North Macedonia,MKD,0.9719,0.97183,0.97173,0.97173,0.97174,0.97175,0.97176,0.97177,0.9718,0.97183,0.97187,0.97192,0.97196,0.97198,0.972,0.972,0.97202,0.97203,0.97204,0.97205
Egypt,EGY,0.95459,0.95135,0.94857,0.94592,0.94315,0.94018,0.9378,0.93582,0.9335,0.9307,0.92769,0.92633,0.92387,0.9219,0.91963,0.91671,0.9139,0.91161,0.9092,0.90602
United Kingdom of Great Britain and Northern Ireland,GBR,0.85181,0.84741,0.84358,0.83855,0.83451,0.83082,0.82856,0.82452,0.82143,0.81803,0.81514,0.81069,0.80702,0.8032,0.79822,0.79464,0.79019,0.78767,0.78288,0.77761
Guernsey,GGY,,,,,,,,,,,,,,,,,,,,
Jersey,JEY,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,
United Republic of Tanzania,TZA,0.78488,0.77855,0.77436,0.76867,0.7628,0.75756,0.75173,0.74736,0.74161,0.73693,0.73131,0.72569,0.72004,0.71511,0.71036,0.70517,0.69989,0.69392,0.68859,0.68276
United States of America,USA,0.85113,0.85023,0.84907,0.84812,0.8471,0.84623,0.84534,0.8445,0.84352,0.84285,0.84216,0.84167,0.84088,0.8401,0.83945,0.83877,0.83779,0.83724,0.83631,0.83554
United States Virgin Islands,VIR,0.79533,0.79512,0.79511,0.795,0.79486,0.79472,0.79467,0.79461,0.79461,0.79443,0.79442,0.79427,0.79408,0.79399,0.79384,0.79374,0.79356,0.79353,0.79324,0.79304
Burkina Faso,BFA,0.99046,0.99035,0.99022,0.99011,0.99002,0.98989,0.98975,0.98961,0.98941,0.98919,0.98888,0.9887,0.9886,0.98853,0.9885,0.98846,0.98843,0.9884,0.98836,0.98834
Uruguay,URY,0.83951,0.83905,0.83875,0.8383,0.83792,0.83759,0.83722,0.83675,0.83632,0.83592,0.83547,0.83511,0.83468,0.83428,0.8338,0.8334,0.83293,0.83272,0.83231,0.83172
Uzbekistan,UZB,0.97836,0.97743,0.97642,0.9756,0.97498,0.9743,0.97379,0.97359,0.9735,0.97319,0.97271,0.97227,0.97187,0.97128,0.97087,0.97007,0.96977,0.96929,0.96878,0.9682
Venezuela (Bolivarian Republic of),VEN,0.85616,0.85437,0.85261,0.85067,0.84906,0.8471,0.84561,0.84393,0.84221,0.84044,0.83849,0.83675,0.83511,0.83324,0.83091,0.82936,0.82704,0.82636,0.82454,0.82283
Wallis and Futuna Islands,WLF,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,0.84598,0.83798,0.83103,0.83227,0.83382,0.83055,0.83301,0.83208,0.83275,0.83321,0.82954,0.82628,0.82553,0.8202,0.82012,0.81495,0.81199,0.81128,0.80638,0.80515
Yemen,YEM,0.93271,0.92942,0.927,0.92431,0.92126,0.91866,0.91632,0.91319,0.91076,0.90801,0.90621,0.90334,0.90005,0.89747,0.89469,0.89176,0.88905,0.88622,0.88385,0.88166
Zambia,ZMB,0.87934,0.87925,0.87924,0.8792,0.87924,0.87929,0.87924,0.87924,0.8792,0.87915,0.87913,0.87909,0.87903,0.87898,0.87901,0.87899,0.87901,0.87899,0.879,0.87899
