GeoAreaCode,GeoAreaName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
686,Senegal,10.87789,10.87789,10.87789,10.87789,15.00556,15.00556,15.00556,15.00556,15.00556,15.00556,15.00556,15.00556,15.00556,15.00556,15.00556,15.00556,15.00556,21.53513,21.53513,21.53513
690,Seychelles,31.70051,31.70051,31.70051,31.70051,31.70051,31.70051,31.70051,31.70051,31.70051,31.70051,31.70051,31.70051,31.70051,31.70051,31.70051,31.70051,31.70051,31.70051,31.70051,31.70051
694,Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,Singapore,0,0,3.25343,3.25343,3.25343,3.25343,3.25343,3.25343,3.25343,3.25343,3.25343,3.25343,3.25343,3.25343,3.25343,3.25343,3.25343,3.25343,3.25343,3.25343
534,Sint Maarten (Dutch part),6.37453,6.37453,6.37453,6.37453,6.37453,6.37453,6.37453,6.37453,6.37453,6.37453,6.37453,6.37453,6.37453,6.37453,6.37453,6.37453,6.37453,6.37453,6.37453,6.37453
705,Slovenia,31.08434,31.08434,31.08434,31.08434,97.9102,97.9102,97.9102,97.9102,97.9102,97.9102,97.9102,97.9102,97.9102,97.9102,97.9102,97.9102,97.9102,97.9102,97.9102,97.9102
722,Small island developing States (SIDS),10.46321,11.7796,12.44776,12.50296,13.40419,14.01677,16.46107,16.63985,17.75051,18.73314,19.0528,19.05281,19.31044,19.61037,21.57133,22.72371,22.98122,23.65439,23.69158,23.69158
90,Solomon Islands,0.90909,0.90909,0.90909,0.90909,0.95674,0.95692,0.95744,2.42787,2.42787,2.42787,2.42787,2.42787,2.42787,2.42787,2.42787,2.42787,2.42787,2.42787,2.42787,2.42787
706,Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,South Africa,38.16439,38.18327,38.22468,38.28357,39.74154,39.74154,39.74154,39.7426,39.7426,39.7426,39.7426,39.7426,39.7426,40.053,40.053,42.1963,42.1963,42.34275,42.59958,46.55197
724,Spain,52.09491,53.54756,53.70634,55.26883,56.20477,56.34287,58.14041,58.56068,58.62135,58.63029,58.6472,58.85285,58.88714,58.88799,84.12094,84.12451,84.12451,84.12451,84.12451,84.12451
144,Sri Lanka,46.34869,46.34869,46.34869,46.34869,46.34869,46.34869,46.34869,46.34869,46.34869,46.34869,46.34869,46.34869,47.5772,49.97138,49.97138,49.97138,49.97138,49.97138,49.97138,49.97138
729,Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.97119,47.97119,47.97119,47.97119
740,Suriname,74.24457,74.24457,74.24457,74.24457,74.24457,74.24457,74.24457,74.24457,74.24457,74.24457,74.24457,74.24457,74.24457,74.24457,74.24457,74.24457,74.24457,74.24457,74.24457,74.24457
752,Sweden,43.64547,45.4564,47.07989,47.68445,49.47011,50.88722,51.18232,51.18232,57.16896,57.17935,57.25057,57.61946,57.83798,57.83886,58.17113,58.17778,60.75505,60.78627,60.97831,61.17438
760,Syrian Arab Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,Thailand,47.53539,47.53539,47.53539,47.53539,47.53539,47.53539,47.53539,47.53539,47.53539,47.53539,47.53539,47.53539,47.53539,47.53539,47.53539,47.53539,47.53539,47.53539,47.53539,47.53539
626,Timor-Leste,9.78969,9.78969,9.78969,9.78969,9.78969,9.78969,9.78969,9.78969,18.66668,18.66668,18.66668,18.66668,18.66668,18.66668,18.66668,18.66668,19.6113,19.6113,19.6113,19.6113
772,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,Tonga,9.11401,18.29469,18.29469,18.29469,18.29469,18.29469,18.29469,18.29469,19.16825,19.16825,19.16825,19.16825,19.16825,19.16825,19.16825,19.16825,19.16825,19.16825,19.16825,19.16825
780,Trinidad and Tobago,8.49055,8.49055,8.49055,8.49055,8.49055,8.49055,8.49055,8.49055,8.49055,8.49055,8.49055,8.49055,8.49055,8.49055,8.49055,8.49055,8.49055,8.49055,8.49055,8.49055
788,Tunisia,7.3176,10.29624,10.29624,10.29624,10.29624,10.29624,10.29624,22.48351,22.48351,22.48351,22.56046,22.56046,36.34317,39.57627,39.57627,39.57627,39.57627,39.57627,39.57627,39.57627
792,Turkey,3.07354,3.07354,3.07354,3.07354,3.07354,3.7914,3.7914,3.7914,3.7914,3.7914,3.7914,3.7914,3.7914,3.7914,3.7914,3.7914,3.7914,3.7914,3.7914,3.7914
796,Turks and Caicos Islands,27.5244,27.5244,27.5244,27.5244,27.5244,27.5244,27.5244,27.5244,27.5244,27.5244,27.5244,27.5244,27.5244,27.5244,27.5244,27.5244,27.5244,27.5244,27.5244,27.5244
804,Ukraine,29.75148,29.75148,29.75148,29.75148,29.75148,29.75148,29.75148,29.75148,29.75148,29.75148,29.75148,29.75148,29.75148,29.75148,29.75148,29.75148,29.75148,29.75148,29.75148,29.75148
826,United Kingdom of Great Britain and Northern Ireland,72.37099,73.00458,73.60766,73.76789,74.17689,75.35983,75.53467,75.70375,75.70417,76.16655,77.2224,77.36349,79.16301,79.17036,80.70118,80.70118,81.42688,81.89598,82.02862,82.02862
834,United Republic of Tanzania,51.00986,51.00986,51.00986,51.00986,51.00986,51.00986,52.0844,52.0844,52.0844,52.0844,52.0844,52.0844,52.0844,52.0844,52.0844,52.0844,52.0844,52.0844,52.0844,52.0844
840,United States of America,46.7969,47.91072,53.29498,53.40175,53.44086,53.89323,54.26449,54.7258,58.06601,59.59851,60.10241,60.24113,60.63164,60.96277,61.04463,61.04463,61.04463,61.04463,61.04463,61.04463
850,United States Virgin Islands,25.6416,37.01698,37.01698,37.02756,37.02756,37.02756,37.02756,37.02756,37.02756,37.02756,37.02756,37.02756,37.02756,37.02756,37.02756,37.02756,37.02756,37.02756,37.02756,37.02756
858,Uruguay,24.88335,24.88335,24.88335,24.88335,25.35831,25.35831,26.89554,26.89554,26.89554,26.89736,48.28471,48.28471,48.28471,48.28471,48.28471,48.41158,48.41158,48.41158,48.41158,48.41158
548,Vanuatu,3.1356,3.1356,3.1356,3.1356,3.1356,3.1356,3.1356,3.1356,3.1356,3.1356,3.1356,3.1356,3.1356,3.1356,3.1356,3.1356,3.1356,3.1356,3.1356,3.1356
862,Venezuela (Bolivarian Republic of),35.61904,35.61904,35.61904,35.61904,35.61904,35.61904,35.61904,35.61904,35.61904,35.61904,35.61904,35.61904,35.61904,35.61904,35.61904,35.61904,35.61904,35.61904,35.61904,35.61904
704,Viet Nam,8.93351,8.93351,13.23826,17.98043,17.98043,17.98043,17.98043,17.98043,17.98043,17.98043,17.98043,17.98043,17.98043,17.98043,23.88818,23.88818,23.88818,23.88818,23.88818,23.88818
887,Yemen,0,0,0,0,0,0,0,0,35.20966,35.20966,35.20966,35.20966,35.20966,35.20966,35.20966,35.20966,35.20966,35.20966,35.20966,35.20966
